StartDate,EndDate,Status,Progress,Duration,Finished,RecordedDate,UserLanguage,COM_1,CRT_1_raw,CRT_1,CRT_2_raw,CRT_2,CRT_3_raw,CRT_3,CRT_4_raw,CRT_4,CRT_5_raw,CRT_5,MDA_1,MDA_2,MDB_1,MDB_2,MDC_1,MDC_2,ATT_1,DQ_1,DQ_2a,DQ_2b,DQ_3,DQ_4a,DQ_4b,DQ_5,DQ_6_CRT,DQ_6_dilemma,SC0,FL_17_DO_raw,FL_17_DO,FL_18_DO
12/4/23 23:19,12/4/23 23:28,0,100,545,1,12/4/23 23:28,EN,2,two,2,50,50,1,1,7,7,26,26,1,5,2,2,2,2,4,47,1,-99,1,6,-99,2,2,2,5,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:18,12/4/23 23:28,0,100,594,1,12/4/23 23:28,EN,2,2,2,10,10,12,12,8,8,14,14,1,4,1,4,1,4,4,39,1,-99,8,1,-99,4,1,2,12,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:23,12/4/23 23:28,0,100,321,1,12/4/23 23:28,EN,2,2,2,50,50,12,12,8,8,6,6,1,5,2,1,2,3,4,24,2,-99,2,2,-99,4,2,2,6,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:24,12/4/23 23:29,0,100,271,1,12/4/23 23:29,EN,2,2,2,10,10,12,12,8,8,25,25,1,5,2,6,2,3,7,33,3,-99,3,1,-99,3,3,3,12,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:21,12/4/23 23:29,0,100,458,1,12/4/23 23:29,EN,2,7,7,50,50,12,12,8,8,52,52,1,6,2,3,1,4,4,31,2,-99,5,2,-99,4,2,2,10,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:26,12/4/23 23:29,0,100,174,1,12/4/23 23:29,EN,2,500,500,10,10,1,1,8,8,25,25,1,7,2,1,2,3,4,34,1,-99,7,1,-99,4,1,1,7,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:22,12/4/23 23:29,0,100,426,1,12/4/23 23:29,EN,2,2,2,50,50,1,1,7,7,52,52,1,5,2,1,2,2,4,41,2,-99,3,2,-99,3,1,1,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:25,12/4/23 23:29,0,100,202,1,12/4/23 23:29,EN,2,2,2,10,10,12,12,8,8,25,25,1,5,2,3,2,4,4,37,2,-99,4,1,-99,3,3,3,10,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:19,12/4/23 23:29,0,100,578,1,12/4/23 23:29,EN,2,0,0,50,50,12,12,8,8,13,13,1,4,2,1,2,1,4,26,2,-99,5,6,Indian Ocean islander,4,2,2,4,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:23,12/4/23 23:29,0,100,371,1,12/4/23 23:29,EN,2,2,2,50,50,1,1,8,8,13,13,1,4,2,1,1,2,4,23,2,-99,1,6,coloured,2,1,1,6,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:24,12/4/23 23:29,0,100,295,1,12/4/23 23:29,EN,2,Two,2,50,50,1,1,8,8,13,13,1,5,2,3,2,3,4,43,2,-99,5,1,-99,6,2,2,8,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:24,12/4/23 23:29,0,100,324,1,12/4/23 23:29,EN,2,2,2,10,10,12,12,8,8,25,25,1,5,2,3,1,7,4,22,1,-99,2,2,-99,3,2,2,14,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:19,12/4/23 23:29,0,100,595,1,12/4/23 23:29,EN,2,1 of each gender,2,50,50,1,1,0,0,14,14,2,3,2,4,1,4,4,27,1,-99,3,2,-99,5,2,1,9,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:26,12/4/23 23:29,0,100,201,1,12/4/23 23:29,EN,2,2,2,10,10,12,12,8,8,25,25,1,5,2,3,2,4,4,41,2,-99,1,4,-99,5,3,3,10,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:21,12/4/23 23:29,0,100,474,1,12/4/23 23:29,EN,2,2,2,10,10,1,1,8,8,25,25,1,5,1,2,1,3,4,24,1,-99,3,1,-99,2,2,1,10,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:23,12/4/23 23:29,0,100,379,1,12/4/23 23:29,EN,2,2,2,50,50,1,1,7,7,13,13,2,2,2,1,2,1,4,29,2,-99,1,2,-99,4,1,1,2,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:21,12/4/23 23:29,0,100,513,1,12/4/23 23:29,EN,2,2,2,10,10,1,1,8,8,13,13,1,2,2,1,2,1,4,32,2,-99,2,6,Coloured,3,2,1,4,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:19,12/4/23 23:29,0,100,624,1,12/4/23 23:29,EN,2,2,2,50,50,12,12,7,7,13,13,2,2,2,1,2,2,4,25,1,-99,2,2,-99,2,1,1,3,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:14,12/4/23 23:30,0,100,918,1,12/4/23 23:30,EN,2,it was Noah not Moses,1234,50,50,1,1,7,7,i dont know,1234,1,5,2,4,2,4,4,40,2,-99,5,2,-99,4,1,1,9,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:22,12/4/23 23:30,0,100,448,1,12/4/23 23:30,EN,2,2,2,50,50,1,1,7,7,25,25,1,5,1,1,2,3,4,63,1,-99,3,1,-99,2,1,1,7,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:17,12/4/23 23:30,0,100,737,1,12/4/23 23:30,EN,2,2,2,50,50,1,1,8,8,25,25,1,5,2,1,2,1,4,31,2,-99,6,2,-99,4,1,1,5,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:20,12/4/23 23:30,0,100,602,1,12/4/23 23:30,EN,2,2,2,50,50,12,12,7,7,13,13,1,5,1,1,1,5,4,26,2,-99,1,2,-99,4,2,2,9,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:20,12/4/23 23:30,0,100,620,1,12/4/23 23:30,EN,2,3000,3000,50,50,12,12,0,0,52,52,1,4,2,2,1,7,4,24,2,-99,1,6,African Black,4,1,1,11,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:23,12/4/23 23:30,0,100,430,1,12/4/23 23:30,EN,2,two,2,10,10,one,1,8,8,25,25,1,5,1,4,1,7,4,23,1,-99,1,1,-99,2,2,3,16,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:22,12/4/23 23:30,0,100,483,1,12/4/23 23:30,EN,2,2,2,50,50,1,1,8,8,13,13,1,1,2,1,2,1,4,44,2,-99,5,2,-99,4,1,2,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:24,12/4/23 23:30,0,100,378,1,12/4/23 23:30,EN,2,2,2,10,10,12,12,8,8,25,25,1,5,2,2,2,2,4,25,2,-99,4,2,-99,4,3,2,7,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:24,12/4/23 23:30,0,100,394,1,12/4/23 23:30,EN,2,2,2,50,50,1,1,7,7,13,13,1,5,2,1,1,3,4,31,2,-99,3,4,-99,4,2,3,6,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:24,12/4/23 23:30,0,100,371,1,12/4/23 23:30,EN,2,0,0,50,50,1,1,8,8,13,13,2,4,2,2,1,3,4,23,2,-99,2,4,-99,3,2,3,7,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:26,12/4/23 23:30,0,100,283,1,12/4/23 23:30,EN,2,None,0,10,10,12,12,8,8,22,22,2,2,2,3,2,1,7,39,2,-99,4,1,-99,4,2,2,5,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:25,12/4/23 23:30,0,100,309,1,12/4/23 23:30,EN,2,two,2,50,50,1,1,8,8,13,13,1,5,2,3,2,3,4,24,1,-99,1,1,-99,2,2,2,8,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:26,12/4/23 23:30,0,100,267,1,12/4/23 23:30,EN,2,2,2,50,50,1,1,8,8,25,25,1,1,2,1,1,1,4,43,2,-99,5,1,-99,4,1,2,6,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:24,12/4/23 23:30,0,100,369,1,12/4/23 23:30,EN,2,2,2,50,50,1,1,7,7,7,7,1,7,1,5,1,5,4,30,1,-99,5,1,-99,4,2,3,13,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:24,12/4/23 23:30,0,100,358,1,12/4/23 23:30,EN,2,2,2,10,10,1,1,8,8,25,25,1,5,1,2,2,5,4,31,1,-99,1,"1,6",Mestizo,4,2,3,11,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:24,12/4/23 23:30,0,100,379,1,12/4/23 23:31,EN,2,2,2,10,10,1,1,8,8,25,25,1,5,1,4,2,1,4,70,2,-99,6,1,-99,6,2,3,9,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:25,12/4/23 23:31,0,100,303,1,12/4/23 23:31,EN,2,2,2,10,10,1,1,8,8,25,25,2,4,2,3,2,4,4,23,1,-99,3,1,-99,2,2,2,9,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:25,12/4/23 23:31,0,100,311,1,12/4/23 23:31,EN,2,0,0,50,50,1,1,7,7,13,13,1,5,2,1,1,3,4,22,2,-99,1,2,-99,4,1,3,6,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:25,12/4/23 23:31,0,100,355,1,12/4/23 23:31,EN,2,2,2,50,50,1,1,7,7,13,13,1,5,2,1,1,4,4,26,1,-99,3,2,-99,4,1,1,7,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:26,12/4/23 23:31,0,100,300,1,12/4/23 23:31,EN,2,2,2,10,10,1,1,7,7,13,13,2,1,2,1,2,1,2,26,1,-99,1,-99,-99,5,2,1,2,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:26,12/4/23 23:31,0,100,288,1,12/4/23 23:31,EN,2,0,0,50,50,12,12,7,7,25,25,1,2,1,2,1,2,4,27,1,-99,2,1,-99,4,2,1,8,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:23,12/4/23 23:31,0,100,471,1,12/4/23 23:31,EN,2,7,7,50,50,1,1,7,7,13,13,2,1,2,1,2,1,4,29,2,-99,2,2,-99,2,1,1,2,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:23,12/4/23 23:31,0,100,445,1,12/4/23 23:31,EN,2,2,2,50,50,1,1,8,8,13,13,2,2,2,2,2,1,4,24,2,-99,3,2,-99,4,2,1,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:25,12/4/23 23:31,0,100,353,1,12/4/23 23:31,EN,2,0,0,50,50,1,1,8,8,13,13,1,5,2,3,1,4,4,27,1,-99,5,-99,-99,2,1,1,10,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:25,12/4/23 23:31,0,100,354,1,12/4/23 23:31,EN,2,2,2,10,10,12,12,8,8,13,13,1,5,2,3,1,3,4,46,2,-99,5,1,-99,5,3,3,9,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:23,12/4/23 23:31,0,100,496,1,12/4/23 23:31,EN,2,16000,16000,10,10,1,1,8,8,13,13,1,6,1,5,1,3,4,26,1,-99,1,6,Latin,4,1,2,12,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:27,12/4/23 23:31,0,100,219,1,12/4/23 23:31,EN,2,2,2,10,10,12,12,8,8,25,25,1,3,2,1,2,1,4,21,2,-99,1,6,Hispanic,3,3,3,5,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:21,12/4/23 23:31,0,100,617,1,12/4/23 23:31,EN,2,2,2,50,50,1,1,7,7,13,13,2,3,2,3,2,3,4,64,2,-99,1,1,-99,2,2,2,6,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:22,12/4/23 23:31,0,100,528,1,12/4/23 23:31,EN,2,2,2,50,50,1,1,7,7,13,13,1,4,1,3,2,3,4,30,1,-99,1,1,-99,2,2,2,8,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:16,12/4/23 23:31,0,100,893,1,12/4/23 23:31,EN,2,2,2,10,10,1,1,7,7,13,13,2,4,1,5,2,1,4,28,2,-99,2,2,-99,4,1,1,7,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:23,12/4/23 23:31,0,100,507,1,12/4/23 23:31,EN,2,2,2,50,50,12,12,7,7,13,13,1,1,2,1,2,-99,4,22,2,-99,3,2,-99,4,1,2,2,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:26,12/4/23 23:31,0,100,334,1,12/4/23 23:31,EN,2,2,2,50,50,12,12,8,8,13,13,1,6,1,4,2,2,4,23,2,-99,6,2,-99,4,2,3,9,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:24,12/4/23 23:31,0,100,444,1,12/4/23 23:31,EN,2,none,0,10,10,12,12,8,8,13,13,1,3,1,2,2,4,4,26,2,-99,1,6,-99,3,2,1,9,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:23,12/4/23 23:31,0,100,483,1,12/4/23 23:31,EN,2,N/A Noah was the one with the ark,1234,N/A not good at math,1234,12,12,8,8,12,12,2,4,2,3,2,4,4,21,2,-99,2,1,-99,3,1,2,8,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:25,12/4/23 23:32,0,100,399,1,12/4/23 23:32,EN,2,35000,35000,10,10,12,12,15,15,13,13,1,1,2,1,2,1,2,23,2,-99,1,2,-99,4,2,1,3,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:24,12/4/23 23:32,0,100,468,1,12/4/23 23:32,EN,2,None. Though Noah did put seven of each.,0,10,10,12,12,8,8,25,25,1,6,1,2,1,4,4,27,1,-99,1,1,-99,5,1,3,11,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:24,12/4/23 23:32,0,100,487,1,12/4/23 23:32,EN,2,2,2,50,50,1,1,7,7,13,13,1,4,2,3,2,3,4,23,1,-99,3,2,-99,4,2,2,7,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:25,12/4/23 23:32,0,100,400,1,12/4/23 23:32,EN,2,2,2,50,50,1,1,7,7,14,14,1,7,1,5,2,1,4,22,2,-99,3,2,-99,4,1,1,8,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:23,12/4/23 23:32,0,100,547,1,12/4/23 23:32,EN,2,Two,2,50,50,1,1,7,7,13,13,1,5,1,1,1,5,4,32,2,-99,1,2,-99,3,2,2,9,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:22,12/4/23 23:32,0,100,586,1,12/4/23 23:32,EN,2,10,10,50 minutes,50,1 month (February),1,7,7,52,52,2,4,2,4,2,5,6,36,2,-99,2,2,-99,5,1,1,9,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:22,12/4/23 23:32,0,100,602,1,12/4/23 23:32,EN,2,2,2,50,50,1,1,eight,8,13,13,1,4,2,1,2,1,4,24,2,-99,3,6,latin,4,1,1,3,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:23,12/4/23 23:32,0,100,536,1,12/4/23 23:32,EN,2,none,0,500,500,1,1,7,7,52,52,2,1,2,1,2,1,4,20,2,-99,2,2,-99,3,1,1,2,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:22,12/4/23 23:32,0,100,630,1,12/4/23 23:32,EN,2,2,2,10,10,1,1,8,8,23,23,1,5,2,2,2,3,4,58,1,-99,3,1,-99,4,2,3,7,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:22,12/4/23 23:32,0,100,586,1,12/4/23 23:32,EN,2,7,7,50,50,1,1,12,12,13,13,2,2,2,1,1,4,4,30,1,-99,1,2,-99,3,1,2,6,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:26,12/4/23 23:32,0,100,390,1,12/4/23 23:32,EN,2,2,2,50,50,1,1,8,8,13,13,2,1,2,1,2,1,4,42,2,-99,1,2,-99,4,2,2,3,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:25,12/4/23 23:32,0,100,448,1,12/4/23 23:32,EN,2,6744,6744,50 MINUTES,50,1 month,1,7,7,52,52,1,4,2,1,2,1,4,28,2,-99,3,2,-99,4,2,2,3,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:19,12/4/23 23:33,0,100,801,1,12/4/23 23:33,EN,2,-99,-99,10,10,12,12,8,8,25,25,2,1,2,1,2,1,4,23,1,-99,6,2,-99,4,1,2,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:26,12/4/23 23:33,0,100,416,1,12/4/23 23:33,EN,2,2,2,50,50,12,12,7,7,13,13,1,5,2,1,1,5,4,22,1,-99,3,2,-99,4,2,2,8,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:26,12/4/23 23:33,0,100,402,1,12/4/23 23:33,EN,2,7,7,50,50,12,12,7,7,13,13,1,4,2,1,2,2,4,24,2,-99,6,4,-99,4,1,2,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:26,12/4/23 23:33,0,100,407,1,12/4/23 23:33,EN,2,Two,2,Ten,10,Twelve,12,Eight,8,Thirteen,13,1,4,2,1,2,1,4,48,2,-99,6,1,-99,5,2,2,3,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:20,12/4/23 23:33,0,100,736,1,12/4/23 23:33,EN,2,Two,2,50,50,12,12,8,8,13,13,2,1,2,1,2,1,4,41,2,-99,3,2,-99,3,1,1,3,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:24,12/4/23 23:33,0,100,507,1,12/4/23 23:33,EN,2,7876,7876,50,50,1,1,7,7,52,52,2,1,1,2,1,6,2,37,2,-99,1,2,-99,4,2,2,10,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:26,12/4/23 23:33,0,100,413,1,12/4/23 23:33,EN,2,6,6,50,50,1,1,7,7,13,13,1,4,2,1,2,1,4,23,2,-99,1,2,-99,4,3,3,3,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:21,12/4/23 23:33,0,100,684,1,12/4/23 23:33,EN,2,0,0,10,10,12,12,15: 8 alive and 7 dead,8,25,25,1,4,1,4,2,4,4,24,1,-99,4,6,Hispanic,3,2,3,11,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:25,12/4/23 23:33,0,100,451,1,12/4/23 23:33,EN,2,2,2,10,10,1,1,7,7,16,16,1,4,1,3,2,4,4,29,1,-99,3,1,-99,2,1,2,9,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:25,12/4/23 23:33,0,100,497,1,12/4/23 23:33,EN,2,2,2,50,50,12,12,8,8,13,13,1,4,2,1,2,3,4,44,2,-99,1,1,-99,3,1,1,6,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:23,12/4/23 23:33,0,100,602,1,12/4/23 23:33,EN,2,2,2,50,50,12,12,7,7,13,13,2,4,2,2,2,1,4,27,2,-99,2,2,-99,4,1,1,3,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:25,12/4/23 23:33,0,100,475,1,12/4/23 23:33,EN,2,Seven,7,10,10,1,1,8,8,25,25,1,5,2,1,2,2,3,60,2,-99,2,2,-99,4,1,1,6,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:20,12/4/23 23:33,0,100,775,1,12/4/23 23:33,EN,2,0,0,50,50,1,1,7,7,13,13,1,4,2,2,2,1,4,23,2,-99,1,2,-99,4,3,2,4,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:25,12/4/23 23:33,0,100,463,1,12/4/23 23:33,EN,2,Two,2,5,5,12,12,7,7,52,52,1,4,2,3,2,4,4,31,2,-99,6,6,African,4,2,1,8,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:25,12/4/23 23:33,0,100,466,1,12/4/23 23:33,EN,2,2,2,50,50,1,1,7,7,25,25,1,5,2,1,2,1,4,27,1,-99,6,6,Hispanic,4,1,2,4,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:22,12/4/23 23:33,0,100,646,1,12/4/23 23:33,EN,2,none,0,fifty,50,12,12,8,8,13,13,1,4,2,1,2,1,4,28,2,-99,8,2,-99,4,1,1,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:30,12/4/23 23:33,0,100,184,1,12/4/23 23:33,EN,2,Two,2,50,50,1,1,8,8,4,4,1,5,2,3,1,4,4,35,1,-99,4,1,-99,2,1,2,10,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:26,12/4/23 23:33,0,100,452,1,12/4/23 23:33,EN,2,7,7,50,50,1,1,7,7,13,13,1,1,2,1,1,1,4,23,2,-99,1,2,-99,4,1,1,4,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:22,12/4/23 23:33,0,100,659,1,12/4/23 23:33,EN,2,0,0,10,10,1,1,8,8,13,13,2,1,2,1,2,1,4,22,2,-99,2,2,-99,4,2,2,3,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:26,12/4/23 23:33,0,100,454,1,12/4/23 23:33,EN,2,2,2,50,50,1,1,7,7,13,13,1,4,2,1,2,1,4,26,2,-99,1,2,-99,4,2,1,3,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:22,12/4/23 23:33,0,100,671,1,12/4/23 23:33,EN,2,16000,16000,50,50,2,2,7,7,13,13,2,1,2,1,2,1,3,29,1,-99,2,2,-99,3,2,2,2,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:26,12/4/23 23:33,0,100,430,1,12/4/23 23:33,EN,2,2,2,50,50,1,1,7,7,6.5,6.5,1,4,1,2,2,3,4,47,1,-99,2,1,-99,2,1,1,7,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:19,12/4/23 23:33,0,100,835,1,12/4/23 23:33,EN,2,Zero,0,10,10,1,1,8,8,25,25,1,4,1,4,2,1,5,29,2,-99,6,4,-99,4,1,2,9,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:25,12/4/23 23:33,0,100,485,1,12/4/23 23:33,EN,2,2,2,50,50,12,12,7,7,26,26,1,3,2,1,1,3,4,29,1,-99,1,2,-99,4,1,1,6,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:26,12/4/23 23:33,0,100,460,1,12/4/23 23:33,EN,2,300000,300000,50,50,1,1,8,8,51,51,2,4,2,1,2,1,4,22,2,-99,2,2,-99,4,1,1,3,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:21,12/4/23 23:33,0,100,754,1,12/4/23 23:33,EN,2,0,2,50 minutes,50,February,1,7,7,7,7,2,4,2,1,2,4,4,30,1,-99,4,2,-99,5,1,1,5,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:27,12/4/23 23:34,0,100,385,1,12/4/23 23:34,EN,2,none because it was Noah. Noah brought two of every kind of unclean animal and seven of every kind of clean animal onto the ark.,0,10 minutes,10,1 month,1,7 sheeps,7,25 jumps,25,2,1,2,1,2,1,4,20,2,-99,1,4,-99,3,3,3,2,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
