"StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","UserLanguage","COM_1","CRT_1","CRT_2","CRT_3","CRT_4","CRT_5","MDA_1","MDA_2 _1","MDB_1","MDB_2 _1","MDC_1","MDC_2 _1","ATT_1","DQ_1","DQ_2","DQ_2 _3_TEXT","DQ_3","DQ_4","DQ_4 _6_TEXT","DQ_5","DQ_6 _1","Q29_1","SC0","FL_17_DO","FL_18_DO"
"2023-12-04 23:25:52","2023-12-04 23:29:14","0","100","202","1","2023-12-04 23:29:15","EN","2","2","10","12","8","25","1","5","2","3","2","4","4","37","2","-99","4","1","-99","3","3","3","10","FL_18|CRT ","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:19:41","2023-12-04 23:29:20","0","100","578","1","2023-12-04 23:29:20","EN","2","0","50","12","8","13","1","4","2","1","2","1","4","26","2","-99","5","6","Indian Ocean islander","4","2","2","4","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:23:13","2023-12-04 23:29:24","0","100","371","1","2023-12-04 23:29:25","EN","2","2","50","1","8","13","1","4","2","1","1","2","4","23","2","-99","1","6","coloured","2","1","1","6","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:24:30","2023-12-04 23:29:26","0","100","295","1","2023-12-04 23:29:26","EN","2","Two","50","1","8","13","1","5","2","3","2","3","4","43","2","-99","5","1","-99","6","2","2","8","CRT |FL_18","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:24:12","2023-12-04 23:29:37","0","100","324","1","2023-12-04 23:29:37","EN","2","2","10","12","8","25","1","5","2","3","1","7","4","22","1","-99","2","2","-99","3","2","2","14","CRT |FL_18","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:19:44","2023-12-04 23:29:40","0","100","595","1","2023-12-04 23:29:40","EN","2","1 of each gender","50","1","0","14","2","3","2","4","1","4","4","27","1","-99","3","2","-99","5","2","1","9","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:26:18","2023-12-04 23:29:40","0","100","201","1","2023-12-04 23:29:40","EN","2","2","10","12","8","25","1","5","2","3","2","4","4","41","2","-99","1","4","-99","5","3","3","10","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:21:56","2023-12-04 23:29:50","0","100","474","1","2023-12-04 23:29:51","EN","2","2","10","1","8","25","1","5","1","2","1","3","4","24","1","-99","3","1","-99","2","2","1","10","CRT |FL_18","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:23:34","2023-12-04 23:29:53","0","100","379","1","2023-12-04 23:29:54","EN","2","2","50","1","7","13","2","2","2","1","2","1","4","29","2","-99","1","2","-99","4","1","1","2","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:21:20","2023-12-04 23:29:53","0","100","513","1","2023-12-04 23:29:54","EN","2","2","10","1","8","13","1","2","2","1","2","1","4","32","2","-99","2","6","Coloured","3","2","1","4","CRT |FL_18","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:19:33","2023-12-04 23:29:57","0","100","624","1","2023-12-04 23:29:58","EN","2","2","50","12","7","13","2","2","2","1","2","2","4","25","1","-99","2","2","-99","2","1","1","3","CRT |FL_18","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:14:41","2023-12-04 23:30:00","0","100","918","1","2023-12-04 23:30:00","EN","2","it was Noah not Moses","50","1","7","i dont know","1","5","2","4","2","4","4","40","2","-99","5","2","-99","4","1","1","9","FL_18|CRT ","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:22:33","2023-12-04 23:30:02","0","100","448","1","2023-12-04 23:30:02","EN","2","2","50","1","7","25","1","5","1","1","2","3","4","63","1","-99","3","1","-99","2","1","1","7","CRT |FL_18","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:17:48","2023-12-04 23:30:06","0","100","737","1","2023-12-04 23:30:06","EN","2","2","50","1","8","25","1","5","2","1","2","1","4","31","2","-99","6","2","-99","4","1","1","5","FL_18|CRT ","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:20:18","2023-12-04 23:30:21","0","100","602","1","2023-12-04 23:30:21","EN","2","2","50","12","7","13","1","5","1","1","1","5","4","26","2","-99","1","2","-99","4","2","2","9","FL_18|CRT ","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:20:06","2023-12-04 23:30:27","0","100","620","1","2023-12-04 23:30:27","EN","2","3000","50","12","0","52","1","4","2","2","1","7","4","24","2","-99","1","6","African Black","4","1","1","11","FL_18|CRT ","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:23:21","2023-12-04 23:30:32","0","100","430","1","2023-12-04 23:30:32","EN","2","two","10","one","8","25","1","5","1","4","1","7","4","23","1","-99","1","1","-99","2","2","3","16","FL_18|CRT ","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:22:30","2023-12-04 23:30:33","0","100","483","1","2023-12-04 23:30:33","EN","2","2","50","1","8","13","1","1","2","1","2","1","4","44","2","-99","5","2","-99","4","1","2","4","FL_18|CRT ","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:24:17","2023-12-04 23:30:36","0","100","378","1","2023-12-04 23:30:36","EN","2","2","10","12","8","25","1","5","2","2","2","2","4","25","2","-99","4","2","-99","4","3","2","7","FL_18|CRT ","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:24:05","2023-12-04 23:30:39","0","100","394","1","2023-12-04 23:30:40","EN","2","2","50","1","7","13","1","5","2","1","1","3","4","31","2","-99","3","4","-99","4","2","3","6","CRT |FL_18","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:24:30","2023-12-04 23:30:41","0","100","371","1","2023-12-04 23:30:41","EN","2","0","50","1","8","13","2","4","2","2","1","3","4","23","2","-99","2","4","-99","3","2","3","7","CRT |FL_18","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:26:00","2023-12-04 23:30:43","0","100","283","1","2023-12-04 23:30:43","EN","2","None","10","12","8","22","2","2","2","3","2","1","7","39","2","-99","4","1","-99","4","2","2","5","FL_18|CRT ","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:25:35","2023-12-04 23:30:44","0","100","309","1","2023-12-04 23:30:45","EN","2","two","50","1","8","13","1","5","2","3","2","3","4","24","1","-99","1","1","-99","2","2","2","8","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:26:20","2023-12-04 23:30:48","0","100","267","1","2023-12-04 23:30:48","EN","2","2","50","1","8","25","1","1","2","1","1","1","4","43","2","-99","5","1","-99","4","1","2","6","CRT |FL_18","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:24:40","2023-12-04 23:30:50","0","100","369","1","2023-12-04 23:30:50","EN","2","2","50","1","7","7","1","7","1","5","1","5","4","30","1","-99","5","1","-99","4","2","3","13","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:24:52","2023-12-04 23:30:50","0","100","358","1","2023-12-04 23:30:51","EN","2","2","10","1","8","25","1","5","1","2","2","5","4","31","1","-99","1","1,6","Mestizo","4","2","3","11","FL_18|CRT ","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:24:40","2023-12-04 23:30:59","0","100","379","1","2023-12-04 23:31:00","EN","2","2","10","1","8","25","1","5","1","4","2","1","4","70","2","-99","6","1","-99","6","2","3","9","CRT |FL_18","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:25:56","2023-12-04 23:31:00","0","100","303","1","2023-12-04 23:31:00","EN","2","2","10","1","8","25","2","4","2","3","2","4","4","23","1","-99","3","1","-99","2","2","2","9","CRT |FL_18","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:25:49","2023-12-04 23:31:01","0","100","311","1","2023-12-04 23:31:01","EN","2","0","50","1","7","13","1","5","2","1","1","3","4","22","2","-99","1","2","-99","4","1","3","6","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:25:09","2023-12-04 23:31:05","0","100","355","1","2023-12-04 23:31:05","EN","2","2","50","1","7","13","1","5","2","1","1","4","4","26","1","-99","3","2","-99","4","1","1","7","FL_18|CRT ","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:26:06","2023-12-04 23:31:06","0","100","300","1","2023-12-04 23:31:07","EN","2","2","10","1","7","13","2","1","2","1","2","1","2","26","1","-99","1","-99","-99","5","2","1","2","CRT |FL_18","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:26:23","2023-12-04 23:31:12","0","100","288","1","2023-12-04 23:31:12","EN","2","0","50","12","7","25","1","2","1","2","1","2","4","27","1","-99","2","1","-99","4","2","1","8","FL_18|CRT ","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:23:24","2023-12-04 23:31:15","0","100","471","1","2023-12-04 23:31:15","EN","2","7","50","1","7","13","2","1","2","1","2","1","4","29","2","-99","2","2","-99","2","1","1","2","CRT |FL_18","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:23:52","2023-12-04 23:31:17","0","100","445","1","2023-12-04 23:31:17","EN","2","2","50","1","8","13","2","2","2","2","2","1","4","24","2","-99","3","2","-99","4","2","1","4","FL_18|CRT ","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:25:26","2023-12-04 23:31:20","0","100","353","1","2023-12-04 23:31:21","EN","2","0","50","1","8","13","1","5","2","3","1","4","4","27","1","-99","5","-99","-99","2","1","1","10","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:25:28","2023-12-04 23:31:22","0","100","354","1","2023-12-04 23:31:23","EN","2","2","10","12","8","13","1","5","2","3","1","3","4","46","2","-99","5","1","-99","5","3","3","9","CRT |FL_18","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:23:12","2023-12-04 23:31:28","0","100","496","1","2023-12-04 23:31:29","EN","2","16000","10","1","8","13","1","6","1","5","1","3","4","26","1","-99","1","6","Latin","4","1","2","12","CRT |FL_18","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:27:52","2023-12-04 23:31:31","0","100","219","1","2023-12-04 23:31:32","EN","2","2","10","12","8","25","1","3","2","1","2","1","4","21","2","-99","1","6","Hispanic","3","3","3","5","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:21:16","2023-12-04 23:31:34","0","100","617","1","2023-12-04 23:31:34","EN","2","2","50","1","7","13","2","3","2","3","2","3","4","64","2","-99","1","1","-99","2","2","2","6","FL_18|CRT ","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:22:51","2023-12-04 23:31:40","0","100","528","1","2023-12-04 23:31:40","EN","2","2","50","1","7","13","1","4","1","3","2","3","4","30","1","-99","1","1","-99","2","2","2","8","CRT |FL_18","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:16:47","2023-12-04 23:31:41","0","100","893","1","2023-12-04 23:31:41","EN","2","2","10","1","7","13","2","4","1","5","2","1","4","28","2","-99","2","2","-99","4","1","1","7","FL_18|CRT ","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:23:16","2023-12-04 23:31:43","0","100","507","1","2023-12-04 23:31:44","EN","2","2","50","12","7","13","1","1","2","1","2","-99","4","22","2","-99","3","2","-99","4","1","2","2","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:26:16","2023-12-04 23:31:50","0","100","334","1","2023-12-04 23:31:51","EN","2","2","50","12","8","13","1","6","1","4","2","2","4","23","2","-99","6","2","-99","4","2","3","9","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:24:29","2023-12-04 23:31:53","0","100","444","1","2023-12-04 23:31:54","EN","2","none","10","12","8","13","1","3","1","2","2","4","4","26","2","-99","1","6","-99","3","2","1","9","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:23:51","2023-12-04 23:31:55","0","100","483","1","2023-12-04 23:31:55","EN","2","N/A Noah was the one with the ark","N/A not good at math","12","8","12","2","4","2","3","2","4","4","21","2","-99","2","1","-99","3","1","2","8","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:25:25","2023-12-04 23:32:05","0","100","399","1","2023-12-04 23:32:05","EN","2","35000","10","12","15","13","1","1","2","1","2","1","2","23","2","-99","1","2","-99","4","2","1","3","FL_18|CRT ","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:24:17","2023-12-04 23:32:06","0","100","468","1","2023-12-04 23:32:06","EN","2","None. Though Noah did put seven of each.","10","12","8","25","1","6","1","2","1","4","4","27","1","-99","1","1","-99","5","1","3","11","FL_18|CRT ","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:24:12","2023-12-04 23:32:19","0","100","487","1","2023-12-04 23:32:20","EN","2","2","50","1","7","13","1","4","2","3","2","3","4","23","1","-99","3","2","-99","4","2","2","7","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:25:51","2023-12-04 23:32:31","0","100","400","1","2023-12-04 23:32:32","EN","2","2","50","1","7","14","1","7","1","5","2","1","4","22","2","-99","3","2","-99","4","1","1","8","FL_18|CRT ","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:23:24","2023-12-04 23:32:32","0","100","547","1","2023-12-04 23:32:32","EN","2","Two","50","1","7","13","1","5","1","1","1","5","4","32","2","-99","1","2","-99","3","2","2","9","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:22:49","2023-12-04 23:32:35","0","100","586","1","2023-12-04 23:32:36","EN","2","10","50 minutes","1 month (February)","7","52","2","4","2","4","2","5","6","36","2","-99","2","2","-99","5","1","1","9","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:22:35","2023-12-04 23:32:38","0","100","602","1","2023-12-04 23:32:39","EN","2","2","50","1","eight","13","1","4","2","1","2","1","4","24","2","-99","3","6","latin","4","1","1","3","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:23:45","2023-12-04 23:32:41","0","100","536","1","2023-12-04 23:32:42","EN","2","none","500","1","7","52","2","1","2","1","2","1","4","20","2","-99","2","2","-99","3","1","1","2","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:22:13","2023-12-04 23:32:44","0","100","630","1","2023-12-04 23:32:44","EN","2","2","10","1","8","23","1","5","2","2","2","3","4","58","1","-99","3","1","-99","4","2","3","7","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:22:59","2023-12-04 23:32:46","0","100","586","1","2023-12-04 23:32:47","EN","2","7","50","1","12","13","2","2","2","1","1","4","4","30","1","-99","1","2","-99","3","1","2","6","CRT |FL_18","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:26:22","2023-12-04 23:32:52","0","100","390","1","2023-12-04 23:32:53","EN","2","2","50","1","8","13","2","1","2","1","2","1","4","42","2","-99","1","2","-99","4","2","2","3","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:25:25","2023-12-04 23:32:54","0","100","448","1","2023-12-04 23:32:55","EN","2","6744","50 MINUTES","1 month","7","52","1","4","2","1","2","1","4","28","2","-99","3","2","-99","4","2","2","3","CRT |FL_18","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:19:41","2023-12-04 23:33:02","0","100","801","1","2023-12-04 23:33:03","EN","2","-99","10","12","8","25","2","1","2","1","2","1","4","23","1","-99","6","2","-99","4","1","2","4","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:26:08","2023-12-04 23:33:04","0","100","416","1","2023-12-04 23:33:04","EN","2","2","50","12","7","13","1","5","2","1","1","5","4","22","1","-99","3","2","-99","4","2","2","8","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:26:21","2023-12-04 23:33:03","0","100","402","1","2023-12-04 23:33:05","EN","2","7","50","12","7","13","1","4","2","1","2","2","4","24","2","-99","6","4","-99","4","1","2","4","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:26:21","2023-12-04 23:33:09","0","100","407","1","2023-12-04 23:33:09","EN","2","Two","Ten","Twelve","Eight","Thirteen","1","4","2","1","2","1","4","48","2","-99","6","1","-99","5","2","2","3","CRT |FL_18","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:20:55","2023-12-04 23:33:12","0","100","736","1","2023-12-04 23:33:13","EN","2","Two","50","12","8","13","2","1","2","1","2","1","4","41","2","-99","3","2","-99","3","1","1","3","CRT |FL_18","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:24:49","2023-12-04 23:33:17","0","100","507","1","2023-12-04 23:33:17","EN","2","7876","50","1","7","52","2","1","1","2","1","6","2","37","2","-99","1","2","-99","4","2","2","10","CRT |FL_18","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:26:27","2023-12-04 23:33:20","0","100","413","1","2023-12-04 23:33:20","EN","2","6","50","1","7","13","1","4","2","1","2","1","4","23","2","-99","1","2","-99","4","3","3","3","CRT |FL_18","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:21:58","2023-12-04 23:33:23","0","100","684","1","2023-12-04 23:33:23","EN","2","0","10","12","15: 8 alive and 7 dead","25","1","4","1","4","2","4","4","24","1","-99","4","6","Hispanic","3","2","3","11","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:25:51","2023-12-04 23:33:23","0","100","451","1","2023-12-04 23:33:23","EN","2","2","10","1","7","16","1","4","1","3","2","4","4","29","1","-99","3","1","-99","2","1","2","9","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:25:08","2023-12-04 23:33:25","0","100","497","1","2023-12-04 23:33:26","EN","2","2","50","12","8","13","1","4","2","1","2","3","4","44","2","-99","1","1","-99","3","1","1","6","FL_18|CRT ","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:23:23","2023-12-04 23:33:26","0","100","602","1","2023-12-04 23:33:26","EN","2","2","50","12","7","13","2","4","2","2","2","1","4","27","2","-99","2","2","-99","4","1","1","3","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:25:33","2023-12-04 23:33:28","0","100","475","1","2023-12-04 23:33:29","EN","2","Seven","10","1","8","25","1","5","2","1","2","2","3","60","2","-99","2","2","-99","4","1","1","6","FL_18|CRT ","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:20:35","2023-12-04 23:33:31","0","100","775","1","2023-12-04 23:33:31","EN","2","0","50","1","7","13","1","4","2","2","2","1","4","23","2","-99","1","2","-99","4","3","2","4","CRT |FL_18","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:25:50","2023-12-04 23:33:34","0","100","463","1","2023-12-04 23:33:35","EN","2","Two","5","12","7","52","1","4","2","3","2","4","4","31","2","-99","6","6","African","4","2","1","8","FL_18|CRT ","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:25:48","2023-12-04 23:33:35","0","100","466","1","2023-12-04 23:33:36","EN","2","2","50","1","7","25","1","5","2","1","2","1","4","27","1","-99","6","6","Hispanic","4","1","2","4","CRT |FL_18","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:22:51","2023-12-04 23:33:37","0","100","646","1","2023-12-04 23:33:38","EN","2","none","fifty","12","8","13","1","4","2","1","2","1","4","28","2","-99","8","2","-99","4","1","1","4","FL_18|CRT ","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:30:36","2023-12-04 23:33:41","0","100","184","1","2023-12-04 23:33:41","EN","2","Two","50","1","8","4","1","5","2","3","1","4","4","35","1","-99","4","1","-99","2","1","2","10","CRT |FL_18","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:26:10","2023-12-04 23:33:43","0","100","452","1","2023-12-04 23:33:43","EN","2","7","50","1","7","13","1","1","2","1","1","1","4","23","2","-99","1","2","-99","4","1","1","4","CRT |FL_18","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:22:44","2023-12-04 23:33:44","0","100","659","1","2023-12-04 23:33:44","EN","2","0","10","1","8","13","2","1","2","1","2","1","4","22","2","-99","2","2","-99","4","2","2","3","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:26:09","2023-12-04 23:33:44","0","100","454","1","2023-12-04 23:33:44","EN","2","2","50","1","7","13","1","4","2","1","2","1","4","26","2","-99","1","2","-99","4","2","1","3","CRT |FL_18","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:22:35","2023-12-04 23:33:47","0","100","671","1","2023-12-04 23:33:47","EN","2","16000","50","2","7","13","2","1","2","1","2","1","3","29","1","-99","2","2","-99","3","2","2","2","CRT |FL_18","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:26:38","2023-12-04 23:33:48","0","100","430","1","2023-12-04 23:33:49","EN","2","2","50","1","7","6.5","1","4","1","2","2","3","4","47","1","-99","2","1","-99","2","1","1","7","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:19:54","2023-12-04 23:33:50","0","100","835","1","2023-12-04 23:33:51","EN","2","Zero","10","1","8","25","1","4","1","4","2","1","5","29","2","-99","6","4","-99","4","1","2","9","CRT |FL_18","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:25:47","2023-12-04 23:33:52","0","100","485","1","2023-12-04 23:33:53","EN","2","2","50","12","7","26","1","3","2","1","1","3","4","29","1","-99","1","2","-99","4","1","1","6","FL_18|CRT ","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:26:15","2023-12-04 23:33:55","0","100","460","1","2023-12-04 23:33:56","EN","2","300000","50","1","8","51","2","4","2","1","2","1","4","22","2","-99","2","2","-99","4","1","1","3","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:21:23","2023-12-04 23:33:58","0","100","754","1","2023-12-04 23:33:58","EN","2","0","50 minutes","February","7","7","2","4","2","1","2","4","4","30","1","-99","4","2","-99","5","1","1","5","FL_18|CRT ","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:27:52","2023-12-04 23:34:17","0","100","385","1","2023-12-04 23:34:18","EN","2","none because it was Noah. Noah brought two of every kind of unclean animal and seven of every kind of clean animal onto the ark.","10 minutes","1 month","7 sheeps","25 jumps","2","1","2","1","2","1","4","20","2","-99","1","4","-99","3","3","3","2","CRT |FL_18","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:25:50","2023-12-04 23:34:21","0","100","511","1","2023-12-04 23:34:21","EN","2","2","10","1","8","25","1","5","1","4","1","3","4","32","1","-99","3","1","-99","4","3","3","12","CRT |FL_18","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:24:50","2023-12-04 23:34:22","0","100","571","1","2023-12-04 23:34:22","EN","2","2","10","1","7","7","2","1","2","1","2","1","4","33","2","-99","1","2","-99","5","2","1","2","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:32:59","2023-12-04 23:34:32","0","100","92","1","2023-12-04 23:34:33","EN","2","2","50","1","7","13","1","6","1","7","2","1","4","22","2","-99","3","2","-99","4","1","1","10","CRT |FL_18","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:26:14","2023-12-04 23:34:35","0","100","501","1","2023-12-04 23:34:36","EN","2","two","10","12","Eight","twenty five","2","1","2","1","2","1","4","22","1","-99","6","4","-99","4","2","1","2","FL_18|CRT ","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:26:35","2023-12-04 23:34:36","0","100","480","1","2023-12-04 23:34:37","EN","2","2","50","12","8","16","1","2","1","2","2","2","4","42","2","-99","3","1","-99","5","1","1","7","FL_18|CRT ","MoralDilemmaC|MoralDilemmaB|MoralDilemmaA "
"2023-12-04 23:25:27","2023-12-04 23:34:44","0","100","557","1","2023-12-04 23:34:44","EN","2","2","50","1","7","13","1","7","1","4","1","4","4","31","2","-99","2","2","-99","4","1","1","11","FL_18|CRT ","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:24:27","2023-12-04 23:34:47","0","100","620","1","2023-12-04 23:34:48","EN","2","7","10","1","7","13","1","4","1","4","2","3","4","24","2","-99","3","1","-99","5","3","2","9","CRT |FL_18","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
"2023-12-04 23:25:23","2023-12-04 23:34:57","0","100","573","1","2023-12-04 23:34:58","EN","2","-99","50","12","7","13","1","2","2","1","1","2","4","22","2","-99","6","2","-99","4","1","2","5","CRT |FL_18","MoralDilemmaC|MoralDilemmaA |MoralDilemmaB"
"2023-12-04 23:26:27","2023-12-04 23:34:58","0","100","510","1","2023-12-04 23:34:58","EN","2","Two","50","1","7","3","2","2","2","4","2","1","2","28","2","-99","1","2","-99","4","1","1","5","FL_18|CRT ","MoralDilemmaA |MoralDilemmaC|MoralDilemmaB"
"2023-12-04 23:24:44","2023-12-04 23:35:12","0","100","627","1","2023-12-04 23:35:13","EN","2","0","10","1","8","25","1","5","1","5","1","5","4","25","3","Non-binary","3","1","-99","4","2","2","15","CRT |FL_18","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:23:25","2023-12-04 23:35:28","0","100","723","1","2023-12-04 23:35:29","EN","2","0","50","12","8","15","1","1","2","1","2","1","4","26","1","-99","1","2","-99","4","2","1","4","FL_18|CRT ","MoralDilemmaA |MoralDilemmaB|MoralDilemmaC"
"2023-12-04 23:22:27","2023-12-04 23:35:32","0","100","784","1","2023-12-04 23:35:33","EN","2","2","10 minutes","1","5","25","2","3","2","1","2","2","4","22","2","-99","2","2","-99","3","1","2","4","FL_18|CRT ","MoralDilemmaB|MoralDilemmaA |MoralDilemmaC"
"2023-12-04 23:18:22","2023-12-04 23:35:40","0","100","1037","1","2023-12-04 23:35:41","EN","2","2","50","1","7","13","1","7","1","7","1","7","4","25","2","-99","1","2","-99","4","2","2","17","FL_18|CRT ","MoralDilemmaB|MoralDilemmaC|MoralDilemmaA "
